Community,Category,Event Count,Year,Month
CURRIE BARRACKS,Disorder,1,2021,12
CURRIE BARRACKS,Disorder,1,2022,1
CURRIE BARRACKS,Disorder,4,2022,2
CURRIE BARRACKS,Disorder,4,2022,3
CURRIE BARRACKS,Disorder,5,2022,4
CURRIE BARRACKS,Disorder,2,2022,6
CURRIE BARRACKS,Disorder,1,2022,7
CURRIE BARRACKS,Disorder,3,2022,8
CURRIE BARRACKS,Disorder,1,2022,10
CURRIE BARRACKS,Disorder,2,2022,11
CURRIE BARRACKS,Disorder,2,2022,12
CURRIE BARRACKS,Disorder,4,2023,3
CURRIE BARRACKS,Disorder,2,2023,4
CURRIE BARRACKS,Disorder,2,2023,5
CURRIE BARRACKS,Disorder,4,2023,6
CURRIE BARRACKS,Disorder,4,2023,7
CURRIE BARRACKS,Disorder,5,2023,8
CURRIE BARRACKS,Disorder,1,2023,9
CURRIE BARRACKS,Disorder,5,2023,10
CURRIE BARRACKS,Disorder,1,2023,11
CURRIE BARRACKS,Disorder,5,2023,12
CURRIE BARRACKS,Disorder,3,2024,1
CURRIE BARRACKS,Disorder,1,2024,2
CURRIE BARRACKS,Disorder,1,2024,3
CURRIE BARRACKS,Disorder,3,2024,4
CURRIE BARRACKS,Disorder,4,2024,5
DALHOUSIE,Disorder,28,2018,1
DALHOUSIE,Disorder,30,2018,2
DALHOUSIE,Disorder,40,2018,3
DALHOUSIE,Disorder,34,2018,4
DALHOUSIE,Disorder,42,2018,5
DALHOUSIE,Disorder,48,2018,6
DALHOUSIE,Disorder,59,2018,7
DALHOUSIE,Disorder,38,2018,8
DALHOUSIE,Disorder,40,2018,9
DALHOUSIE,Disorder,20,2018,10
DALHOUSIE,Disorder,29,2018,11
DALHOUSIE,Disorder,27,2018,12
DALHOUSIE,Disorder,31,2019,1
DALHOUSIE,Disorder,21,2019,2
DALHOUSIE,Disorder,37,2019,3
DALHOUSIE,Disorder,21,2019,4
DALHOUSIE,Disorder,25,2019,5
DALHOUSIE,Disorder,27,2019,6
DALHOUSIE,Disorder,35,2019,7
DALHOUSIE,Disorder,33,2019,8
DALHOUSIE,Disorder,31,2019,9
DALHOUSIE,Disorder,34,2019,10
DALHOUSIE,Disorder,33,2019,11
DALHOUSIE,Disorder,31,2019,12
DALHOUSIE,Disorder,14,2020,1
DALHOUSIE,Disorder,19,2020,2
DALHOUSIE,Disorder,40,2020,3
DALHOUSIE,Disorder,41,2020,4
DALHOUSIE,Disorder,45,2020,5
DALHOUSIE,Disorder,34,2020,6
DALHOUSIE,Disorder,40,2020,7
DALHOUSIE,Disorder,47,2020,8
DALHOUSIE,Disorder,44,2020,9
DALHOUSIE,Disorder,48,2020,10
DALHOUSIE,Disorder,41,2020,11
DALHOUSIE,Disorder,39,2020,12
DALHOUSIE,Disorder,36,2021,1
DALHOUSIE,Disorder,45,2021,2
DALHOUSIE,Disorder,35,2021,3
DALHOUSIE,Disorder,37,2021,4
DALHOUSIE,Disorder,40,2021,5
DALHOUSIE,Disorder,43,2021,6
DALHOUSIE,Disorder,26,2021,7
DALHOUSIE,Disorder,33,2021,8
DALHOUSIE,Disorder,32,2021,9
DALHOUSIE,Disorder,21,2021,10
DALHOUSIE,Disorder,28,2021,11
DALHOUSIE,Disorder,36,2021,12
DALHOUSIE,Disorder,38,2022,1
DALHOUSIE,Disorder,23,2022,2
DALHOUSIE,Disorder,29,2022,3
DALHOUSIE,Disorder,33,2022,4
DALHOUSIE,Disorder,39,2022,5
DALHOUSIE,Disorder,27,2022,6
DALHOUSIE,Disorder,36,2022,7
DALHOUSIE,Disorder,30,2022,8
DALHOUSIE,Disorder,28,2022,9
DALHOUSIE,Disorder,35,2022,10
DALHOUSIE,Disorder,52,2022,11
DALHOUSIE,Disorder,42,2022,12
DALHOUSIE,Disorder,40,2023,1
DALHOUSIE,Disorder,26,2023,2
DALHOUSIE,Disorder,33,2023,3
DALHOUSIE,Disorder,49,2023,4
DALHOUSIE,Disorder,38,2023,5
DALHOUSIE,Disorder,41,2023,6
DALHOUSIE,Disorder,37,2023,7
DALHOUSIE,Disorder,31,2023,8
DALHOUSIE,Disorder,24,2023,9
DALHOUSIE,Disorder,34,2023,10
DALHOUSIE,Disorder,16,2023,11
DALHOUSIE,Disorder,22,2023,12
DALHOUSIE,Disorder,16,2024,1
DALHOUSIE,Disorder,18,2024,2
DALHOUSIE,Disorder,26,2024,3
DALHOUSIE,Disorder,25,2024,4
DALHOUSIE,Disorder,29,2024,5
DEER RIDGE,Disorder,8,2018,1
DEER RIDGE,Disorder,10,2018,2
DEER RIDGE,Disorder,8,2018,3
DEER RIDGE,Disorder,12,2018,4
DEER RIDGE,Disorder,18,2018,5
DEER RIDGE,Disorder,15,2018,6
DEER RIDGE,Disorder,24,2018,7
DEER RIDGE,Disorder,27,2018,8
DEER RIDGE,Disorder,22,2018,9
DEER RIDGE,Disorder,18,2018,10
DEER RIDGE,Disorder,10,2018,11
DEER RIDGE,Disorder,14,2018,12
DEER RIDGE,Disorder,13,2019,1
DEER RIDGE,Disorder,26,2019,2
DEER RIDGE,Disorder,18,2019,3
DEER RIDGE,Disorder,25,2019,4
DEER RIDGE,Disorder,26,2019,5
DEER RIDGE,Disorder,39,2019,6
DEER RIDGE,Disorder,26,2019,7
DEER RIDGE,Disorder,24,2019,8
DEER RIDGE,Disorder,21,2019,9
DEER RIDGE,Disorder,17,2019,10
DEER RIDGE,Disorder,12,2019,11
DEER RIDGE,Disorder,9,2019,12
DEER RIDGE,Disorder,17,2020,1
DEER RIDGE,Disorder,22,2020,2
DEER RIDGE,Disorder,19,2020,3
DEER RIDGE,Disorder,16,2020,4
DEER RIDGE,Disorder,24,2020,5
DEER RIDGE,Disorder,25,2020,6
DEER RIDGE,Disorder,25,2020,7
DEER RIDGE,Disorder,27,2020,8
DEER RIDGE,Disorder,21,2020,9
DEER RIDGE,Disorder,17,2020,10
DEER RIDGE,Disorder,17,2020,11
DEER RIDGE,Disorder,8,2020,12
DEER RIDGE,Disorder,15,2021,1
DEER RIDGE,Disorder,17,2021,2
DEER RIDGE,Disorder,23,2021,3
DEER RIDGE,Disorder,20,2021,4
DEER RIDGE,Disorder,13,2021,5
DEER RIDGE,Disorder,16,2021,6
DEER RIDGE,Disorder,12,2021,7
DEER RIDGE,Disorder,13,2021,8
DEER RIDGE,Disorder,14,2021,9
DEER RIDGE,Disorder,8,2021,10
DEER RIDGE,Disorder,10,2021,11
DEER RIDGE,Disorder,11,2021,12
DEER RIDGE,Disorder,9,2022,1
DEER RIDGE,Disorder,9,2022,2
DEER RIDGE,Disorder,8,2022,3
DEER RIDGE,Disorder,14,2022,4
DEER RIDGE,Disorder,10,2022,5
DEER RIDGE,Disorder,13,2022,6
DEER RIDGE,Disorder,17,2022,7
DEER RIDGE,Disorder,12,2022,8
DEER RIDGE,Disorder,11,2022,9
DEER RIDGE,Disorder,9,2022,10
DEER RIDGE,Disorder,11,2022,11
DEER RIDGE,Disorder,4,2022,12
DEER RIDGE,Disorder,6,2023,1
DEER RIDGE,Disorder,18,2023,2
DEER RIDGE,Disorder,12,2023,3
DEER RIDGE,Disorder,9,2023,4
DEER RIDGE,Disorder,11,2023,5
DEER RIDGE,Disorder,14,2023,6
DEER RIDGE,Disorder,16,2023,7
DEER RIDGE,Disorder,26,2023,8
DEER RIDGE,Disorder,26,2023,9
DEER RIDGE,Disorder,14,2023,10
DEER RIDGE,Disorder,14,2023,11
DEER RIDGE,Disorder,8,2023,12
DEER RIDGE,Disorder,8,2024,1
DEER RIDGE,Disorder,6,2024,2
DEER RIDGE,Disorder,17,2024,3
DEER RIDGE,Disorder,15,2024,4
DEER RIDGE,Disorder,19,2024,5
DEER RUN,Disorder,5,2018,1
DEER RUN,Disorder,8,2018,2
DEER RUN,Disorder,6,2018,3
DEER RUN,Disorder,8,2018,4
DEER RUN,Disorder,17,2018,5
DEER RUN,Disorder,17,2018,6
DEER RUN,Disorder,15,2018,7
DEER RUN,Disorder,20,2018,8
DEER RUN,Disorder,14,2018,9
DEER RUN,Disorder,8,2018,10
DEER RUN,Disorder,9,2018,11
DEER RUN,Disorder,8,2018,12
DEER RUN,Disorder,12,2019,1
DEER RUN,Disorder,6,2019,2
DEER RUN,Disorder,7,2019,3
DEER RUN,Disorder,6,2019,4
DEER RUN,Disorder,24,2019,5
DEER RUN,Disorder,10,2019,6
DEER RUN,Disorder,16,2019,7
DEER RUN,Disorder,6,2019,8
DEER RUN,Disorder,12,2019,9
DEER RUN,Disorder,6,2019,10
DEER RUN,Disorder,13,2019,11
DEER RUN,Disorder,5,2019,12
DEER RUN,Disorder,5,2020,1
DEER RUN,Disorder,9,2020,2
DEER RUN,Disorder,9,2020,3
DEER RUN,Disorder,7,2020,4
DEER RUN,Disorder,18,2020,5
DEER RUN,Disorder,14,2020,6
DEER RUN,Disorder,23,2020,7
DEER RUN,Disorder,16,2020,8
DEER RUN,Disorder,14,2020,9
DEER RUN,Disorder,10,2020,10
DEER RUN,Disorder,10,2020,11
DEER RUN,Disorder,5,2020,12
DEER RUN,Disorder,4,2021,1
DEER RUN,Disorder,5,2021,2
DEER RUN,Disorder,10,2021,3
DEER RUN,Disorder,9,2021,4
DEER RUN,Disorder,9,2021,5
DEER RUN,Disorder,17,2021,6
DEER RUN,Disorder,14,2021,7
DEER RUN,Disorder,12,2021,8
DEER RUN,Disorder,6,2021,9
DEER RUN,Disorder,7,2021,10
DEER RUN,Disorder,6,2021,11
DEER RUN,Disorder,4,2021,12
DEER RUN,Disorder,4,2022,1
DEER RUN,Disorder,5,2022,2
DEER RUN,Disorder,7,2022,3
DEER RUN,Disorder,8,2022,4
DEER RUN,Disorder,4,2022,5
DEER RUN,Disorder,14,2022,6
DEER RUN,Disorder,10,2022,7
DEER RUN,Disorder,6,2022,8
DEER RUN,Disorder,11,2022,9
DEER RUN,Disorder,6,2022,10
DEER RUN,Disorder,1,2022,11
DEER RUN,Disorder,2,2022,12
DEER RUN,Disorder,6,2023,1
DEER RUN,Disorder,5,2023,2
DEER RUN,Disorder,3,2023,3
DEER RUN,Disorder,9,2023,4
DEER RUN,Disorder,11,2023,5
DEER RUN,Disorder,13,2023,6
DEER RUN,Disorder,11,2023,7
DEER RUN,Disorder,9,2023,8
DEER RUN,Disorder,13,2023,9
DEER RUN,Disorder,10,2023,10
DEER RUN,Disorder,5,2023,11
DEER RUN,Disorder,3,2023,12
DEER RUN,Disorder,3,2024,1
DEER RUN,Disorder,7,2024,2
DEER RUN,Disorder,6,2024,3
DEER RUN,Disorder,1,2024,4
DEER RUN,Disorder,6,2024,5
DEERFOOT BUSINESS CENTRE,Disorder,11,2018,1
DEERFOOT BUSINESS CENTRE,Disorder,7,2018,2
DEERFOOT BUSINESS CENTRE,Disorder,6,2018,3
DEERFOOT BUSINESS CENTRE,Disorder,16,2018,4
DEERFOOT BUSINESS CENTRE,Disorder,6,2018,5
DEERFOOT BUSINESS CENTRE,Disorder,13,2018,6
DEERFOOT BUSINESS CENTRE,Disorder,10,2018,7
DEERFOOT BUSINESS CENTRE,Disorder,9,2018,8
DEERFOOT BUSINESS CENTRE,Disorder,8,2018,9
DEERFOOT BUSINESS CENTRE,Disorder,5,2018,10
DEERFOOT BUSINESS CENTRE,Disorder,4,2018,11
DEERFOOT BUSINESS CENTRE,Disorder,12,2018,12
DEERFOOT BUSINESS CENTRE,Disorder,8,2019,1
DEERFOOT BUSINESS CENTRE,Disorder,5,2019,2
DEERFOOT BUSINESS CENTRE,Disorder,9,2019,3
DEERFOOT BUSINESS CENTRE,Disorder,11,2019,4
DEERFOOT BUSINESS CENTRE,Disorder,10,2019,5
DEERFOOT BUSINESS CENTRE,Disorder,10,2019,6
DEERFOOT BUSINESS CENTRE,Disorder,10,2019,7
DEERFOOT BUSINESS CENTRE,Disorder,6,2019,8
DEERFOOT BUSINESS CENTRE,Disorder,6,2019,9
DEERFOOT BUSINESS CENTRE,Disorder,11,2019,10
DEERFOOT BUSINESS CENTRE,Disorder,8,2019,11
DEERFOOT BUSINESS CENTRE,Disorder,7,2019,12
DEERFOOT BUSINESS CENTRE,Disorder,7,2020,1
DEERFOOT BUSINESS CENTRE,Disorder,4,2020,2
DEERFOOT BUSINESS CENTRE,Disorder,8,2020,3
DEERFOOT BUSINESS CENTRE,Disorder,11,2020,4
DEERFOOT BUSINESS CENTRE,Disorder,10,2020,5
DEERFOOT BUSINESS CENTRE,Disorder,11,2020,6
DEERFOOT BUSINESS CENTRE,Disorder,5,2020,7
DEERFOOT BUSINESS CENTRE,Disorder,15,2020,8
DEERFOOT BUSINESS CENTRE,Disorder,7,2020,9
DEERFOOT BUSINESS CENTRE,Disorder,3,2020,10
DEERFOOT BUSINESS CENTRE,Disorder,8,2020,11
DEERFOOT BUSINESS CENTRE,Disorder,5,2020,12
DEERFOOT BUSINESS CENTRE,Disorder,7,2021,1
DEERFOOT BUSINESS CENTRE,Disorder,2,2021,2
DEERFOOT BUSINESS CENTRE,Disorder,3,2021,3
DEERFOOT BUSINESS CENTRE,Disorder,14,2021,4
DEERFOOT BUSINESS CENTRE,Disorder,17,2021,5
DEERFOOT BUSINESS CENTRE,Disorder,7,2021,6
DEERFOOT BUSINESS CENTRE,Disorder,9,2021,7
DEERFOOT BUSINESS CENTRE,Disorder,9,2021,8
DEERFOOT BUSINESS CENTRE,Disorder,8,2021,9
DEERFOOT BUSINESS CENTRE,Disorder,9,2021,10
DEERFOOT BUSINESS CENTRE,Disorder,7,2021,11
DEERFOOT BUSINESS CENTRE,Disorder,5,2021,12
DEERFOOT BUSINESS CENTRE,Disorder,14,2022,1
DEERFOOT BUSINESS CENTRE,Disorder,12,2022,2
DEERFOOT BUSINESS CENTRE,Disorder,14,2022,3
DEERFOOT BUSINESS CENTRE,Disorder,10,2022,4
DEERFOOT BUSINESS CENTRE,Disorder,16,2022,5
DEERFOOT BUSINESS CENTRE,Disorder,6,2022,6
DEERFOOT BUSINESS CENTRE,Disorder,9,2022,7
DEERFOOT BUSINESS CENTRE,Disorder,6,2022,8
DEERFOOT BUSINESS CENTRE,Disorder,10,2022,9
DEERFOOT BUSINESS CENTRE,Disorder,6,2022,10
DEERFOOT BUSINESS CENTRE,Disorder,7,2022,11
DEERFOOT BUSINESS CENTRE,Disorder,3,2022,12
DEERFOOT BUSINESS CENTRE,Disorder,7,2023,1
DEERFOOT BUSINESS CENTRE,Disorder,9,2023,2
DEERFOOT BUSINESS CENTRE,Disorder,6,2023,3
DEERFOOT BUSINESS CENTRE,Disorder,7,2023,4
DEERFOOT BUSINESS CENTRE,Disorder,6,2023,5
DEERFOOT BUSINESS CENTRE,Disorder,6,2023,6
DEERFOOT BUSINESS CENTRE,Disorder,10,2023,7
DEERFOOT BUSINESS CENTRE,Disorder,11,2023,8
DEERFOOT BUSINESS CENTRE,Disorder,7,2023,9
DEERFOOT BUSINESS CENTRE,Disorder,11,2023,10
DEERFOOT BUSINESS CENTRE,Disorder,13,2023,11
DEERFOOT BUSINESS CENTRE,Disorder,5,2023,12
DEERFOOT BUSINESS CENTRE,Disorder,8,2024,1
DEERFOOT BUSINESS CENTRE,Disorder,5,2024,2
DEERFOOT BUSINESS CENTRE,Disorder,11,2024,3
DEERFOOT BUSINESS CENTRE,Disorder,6,2024,4
DEERFOOT BUSINESS CENTRE,Disorder,17,2024,5
DIAMOND COVE,Disorder,1,2018,1
DIAMOND COVE,Disorder,2,2018,2
DIAMOND COVE,Disorder,1,2018,3
DIAMOND COVE,Disorder,5,2018,4
DIAMOND COVE,Disorder,2,2018,5
DIAMOND COVE,Disorder,1,2018,7
DIAMOND COVE,Disorder,2,2018,8
DIAMOND COVE,Disorder,2,2018,11
DIAMOND COVE,Disorder,2,2018,12
DIAMOND COVE,Disorder,2,2019,1
DIAMOND COVE,Disorder,1,2019,3
DIAMOND COVE,Disorder,2,2019,4
DIAMOND COVE,Disorder,1,2019,6
DIAMOND COVE,Disorder,1,2019,7
DIAMOND COVE,Disorder,2,2019,8
DIAMOND COVE,Disorder,2,2019,9
DIAMOND COVE,Disorder,1,2019,10
DIAMOND COVE,Disorder,3,2019,11
DIAMOND COVE,Disorder,2,2020,2
DIAMOND COVE,Disorder,1,2020,4
DIAMOND COVE,Disorder,1,2020,5
DIAMOND COVE,Disorder,2,2020,6
DIAMOND COVE,Disorder,1,2020,7
DIAMOND COVE,Disorder,3,2020,9
DIAMOND COVE,Disorder,1,2020,10
DIAMOND COVE,Disorder,1,2020,11
DIAMOND COVE,Disorder,1,2020,12
DIAMOND COVE,Disorder,2,2021,1
DIAMOND COVE,Disorder,4,2021,3
DIAMOND COVE,Disorder,2,2021,4
DIAMOND COVE,Disorder,3,2021,6
DIAMOND COVE,Disorder,1,2021,7
DIAMOND COVE,Disorder,1,2021,8
DIAMOND COVE,Disorder,4,2021,9
DIAMOND COVE,Disorder,2,2021,10
DIAMOND COVE,Disorder,1,2021,12
DIAMOND COVE,Disorder,1,2022,1
DIAMOND COVE,Disorder,1,2022,2
DIAMOND COVE,Disorder,2,2022,3
DIAMOND COVE,Disorder,3,2022,9
DIAMOND COVE,Disorder,2,2022,10
DIAMOND COVE,Disorder,1,2022,12
DIAMOND COVE,Disorder,2,2023,1
DIAMOND COVE,Disorder,2,2023,2
DIAMOND COVE,Disorder,4,2023,5
DIAMOND COVE,Disorder,2,2023,8
DIAMOND COVE,Disorder,1,2023,9
DIAMOND COVE,Disorder,3,2023,10
DIAMOND COVE,Disorder,1,2023,12
DIAMOND COVE,Disorder,3,2024,1
DIAMOND COVE,Disorder,1,2024,2
DIAMOND COVE,Disorder,1,2024,3
DISCOVERY RIDGE,Disorder,1,2018,1
DISCOVERY RIDGE,Disorder,2,2018,2
DISCOVERY RIDGE,Disorder,9,2018,3
DISCOVERY RIDGE,Disorder,8,2018,4
DISCOVERY RIDGE,Disorder,11,2018,5
DISCOVERY RIDGE,Disorder,4,2018,6
DISCOVERY RIDGE,Disorder,5,2018,7
DISCOVERY RIDGE,Disorder,6,2018,8
DISCOVERY RIDGE,Disorder,5,2018,9
DISCOVERY RIDGE,Disorder,9,2018,10
DISCOVERY RIDGE,Disorder,10,2018,11
DISCOVERY RIDGE,Disorder,1,2018,12
DISCOVERY RIDGE,Disorder,3,2019,1
DISCOVERY RIDGE,Disorder,1,2019,2
DISCOVERY RIDGE,Disorder,1,2019,3
DISCOVERY RIDGE,Disorder,3,2019,4
DISCOVERY RIDGE,Disorder,12,2019,5
DISCOVERY RIDGE,Disorder,2,2019,6
DISCOVERY RIDGE,Disorder,6,2019,7
DISCOVERY RIDGE,Disorder,9,2019,8
DISCOVERY RIDGE,Disorder,5,2019,9
DISCOVERY RIDGE,Disorder,2,2019,10
DISCOVERY RIDGE,Disorder,2,2019,11
DISCOVERY RIDGE,Disorder,2,2019,12
DISCOVERY RIDGE,Disorder,2,2020,1
DISCOVERY RIDGE,Disorder,3,2020,2
DISCOVERY RIDGE,Disorder,9,2020,3
DISCOVERY RIDGE,Disorder,9,2020,4
DISCOVERY RIDGE,Disorder,16,2020,5
DISCOVERY RIDGE,Disorder,7,2020,6
DISCOVERY RIDGE,Disorder,19,2020,7
DISCOVERY RIDGE,Disorder,14,2020,8
DISCOVERY RIDGE,Disorder,7,2020,9
DISCOVERY RIDGE,Disorder,6,2020,10
DISCOVERY RIDGE,Disorder,4,2020,11
DISCOVERY RIDGE,Disorder,4,2020,12
DISCOVERY RIDGE,Disorder,2,2021,1
DISCOVERY RIDGE,Disorder,4,2021,2
DISCOVERY RIDGE,Disorder,8,2021,3
DISCOVERY RIDGE,Disorder,5,2021,4
DISCOVERY RIDGE,Disorder,5,2021,5
DISCOVERY RIDGE,Disorder,8,2021,6
DISCOVERY RIDGE,Disorder,7,2021,7
DISCOVERY RIDGE,Disorder,6,2021,8
DISCOVERY RIDGE,Disorder,6,2021,9
DISCOVERY RIDGE,Disorder,14,2021,10
DISCOVERY RIDGE,Disorder,5,2021,11
DISCOVERY RIDGE,Disorder,4,2021,12
DISCOVERY RIDGE,Disorder,4,2022,1
DISCOVERY RIDGE,Disorder,4,2022,2
DISCOVERY RIDGE,Disorder,15,2022,3
DISCOVERY RIDGE,Disorder,9,2022,4
DISCOVERY RIDGE,Disorder,7,2022,5
DISCOVERY RIDGE,Disorder,4,2022,6
DISCOVERY RIDGE,Disorder,9,2022,7
DISCOVERY RIDGE,Disorder,4,2022,8
DISCOVERY RIDGE,Disorder,4,2022,9
DISCOVERY RIDGE,Disorder,5,2022,10
DISCOVERY RIDGE,Disorder,1,2022,12
DISCOVERY RIDGE,Disorder,1,2023,1
DISCOVERY RIDGE,Disorder,3,2023,2
DISCOVERY RIDGE,Disorder,2,2023,3
DISCOVERY RIDGE,Disorder,6,2023,4
DISCOVERY RIDGE,Disorder,6,2023,5
DISCOVERY RIDGE,Disorder,10,2023,6
DISCOVERY RIDGE,Disorder,6,2023,7
DISCOVERY RIDGE,Disorder,8,2023,8
DISCOVERY RIDGE,Disorder,6,2023,9
DISCOVERY RIDGE,Disorder,6,2023,10
DISCOVERY RIDGE,Disorder,2,2023,11
DISCOVERY RIDGE,Disorder,2,2023,12
DISCOVERY RIDGE,Disorder,2,2024,1
DISCOVERY RIDGE,Disorder,2,2024,2
DISCOVERY RIDGE,Disorder,1,2024,3
DISCOVERY RIDGE,Disorder,3,2024,4
DISCOVERY RIDGE,Disorder,4,2024,5
DOUGLASDALE/GLEN,Disorder,17,2018,1
DOUGLASDALE/GLEN,Disorder,23,2018,2
DOUGLASDALE/GLEN,Disorder,28,2018,3
DOUGLASDALE/GLEN,Disorder,20,2018,4
DOUGLASDALE/GLEN,Disorder,21,2018,5
DOUGLASDALE/GLEN,Disorder,27,2018,6
DOUGLASDALE/GLEN,Disorder,32,2018,7
DOUGLASDALE/GLEN,Disorder,32,2018,8
DOUGLASDALE/GLEN,Disorder,18,2018,9
DOUGLASDALE/GLEN,Disorder,28,2018,10
DOUGLASDALE/GLEN,Disorder,24,2018,11
DOUGLASDALE/GLEN,Disorder,22,2018,12
DOUGLASDALE/GLEN,Disorder,18,2019,1
DOUGLASDALE/GLEN,Disorder,20,2019,2
DOUGLASDALE/GLEN,Disorder,19,2019,3
DOUGLASDALE/GLEN,Disorder,21,2019,4
DOUGLASDALE/GLEN,Disorder,31,2019,5
DOUGLASDALE/GLEN,Disorder,23,2019,6
DOUGLASDALE/GLEN,Disorder,27,2019,7
DOUGLASDALE/GLEN,Disorder,21,2019,8
DOUGLASDALE/GLEN,Disorder,27,2019,9
DOUGLASDALE/GLEN,Disorder,24,2019,10
DOUGLASDALE/GLEN,Disorder,10,2019,11
DOUGLASDALE/GLEN,Disorder,14,2019,12
DOUGLASDALE/GLEN,Disorder,22,2020,1
DOUGLASDALE/GLEN,Disorder,18,2020,2
DOUGLASDALE/GLEN,Disorder,20,2020,3
DOUGLASDALE/GLEN,Disorder,20,2020,4
DOUGLASDALE/GLEN,Disorder,24,2020,5
DOUGLASDALE/GLEN,Disorder,15,2020,6
DOUGLASDALE/GLEN,Disorder,25,2020,7
DOUGLASDALE/GLEN,Disorder,29,2020,8
DOUGLASDALE/GLEN,Disorder,26,2020,9
DOUGLASDALE/GLEN,Disorder,22,2020,10
DOUGLASDALE/GLEN,Disorder,10,2020,11
DOUGLASDALE/GLEN,Disorder,8,2020,12
DOUGLASDALE/GLEN,Disorder,12,2021,1
DOUGLASDALE/GLEN,Disorder,12,2021,2
DOUGLASDALE/GLEN,Disorder,19,2021,3
DOUGLASDALE/GLEN,Disorder,22,2021,4
DOUGLASDALE/GLEN,Disorder,14,2021,5
DOUGLASDALE/GLEN,Disorder,25,2021,6
DOUGLASDALE/GLEN,Disorder,20,2021,7
DOUGLASDALE/GLEN,Disorder,16,2021,8
DOUGLASDALE/GLEN,Disorder,15,2021,9
DOUGLASDALE/GLEN,Disorder,17,2021,10
DOUGLASDALE/GLEN,Disorder,14,2021,11
DOUGLASDALE/GLEN,Disorder,19,2021,12
DOUGLASDALE/GLEN,Disorder,10,2022,1
DOUGLASDALE/GLEN,Disorder,15,2022,2
DOUGLASDALE/GLEN,Disorder,19,2022,3
DOUGLASDALE/GLEN,Disorder,12,2022,4
DOUGLASDALE/GLEN,Disorder,16,2022,5
DOUGLASDALE/GLEN,Disorder,20,2022,6
DOUGLASDALE/GLEN,Disorder,17,2022,7
DOUGLASDALE/GLEN,Disorder,17,2022,8
DOUGLASDALE/GLEN,Disorder,19,2022,9
DOUGLASDALE/GLEN,Disorder,17,2022,10
DOUGLASDALE/GLEN,Disorder,10,2022,11
DOUGLASDALE/GLEN,Disorder,13,2022,12
DOUGLASDALE/GLEN,Disorder,15,2023,1
DOUGLASDALE/GLEN,Disorder,16,2023,2
DOUGLASDALE/GLEN,Disorder,20,2023,3
DOUGLASDALE/GLEN,Disorder,16,2023,4
DOUGLASDALE/GLEN,Disorder,23,2023,5
DOUGLASDALE/GLEN,Disorder,23,2023,6
DOUGLASDALE/GLEN,Disorder,17,2023,7
DOUGLASDALE/GLEN,Disorder,28,2023,8
DOUGLASDALE/GLEN,Disorder,14,2023,9
DOUGLASDALE/GLEN,Disorder,19,2023,10
DOUGLASDALE/GLEN,Disorder,11,2023,11
DOUGLASDALE/GLEN,Disorder,19,2023,12
DOUGLASDALE/GLEN,Disorder,16,2024,1
DOUGLASDALE/GLEN,Disorder,9,2024,2
DOUGLASDALE/GLEN,Disorder,22,2024,3
DOUGLASDALE/GLEN,Disorder,13,2024,4
DOUGLASDALE/GLEN,Disorder,16,2024,5
DOVER,Disorder,81,2018,1
DOVER,Disorder,58,2018,2
DOVER,Disorder,80,2018,3
DOVER,Disorder,83,2018,4
DOVER,Disorder,133,2018,5
DOVER,Disorder,126,2018,6
DOVER,Disorder,116,2018,7
DOVER,Disorder,88,2018,8
DOVER,Disorder,99,2018,9
DOVER,Disorder,104,2018,10
DOVER,Disorder,76,2018,11
DOVER,Disorder,92,2018,12
DOVER,Disorder,79,2019,1
DOVER,Disorder,64,2019,2
DOVER,Disorder,91,2019,3
DOVER,Disorder,128,2019,4
DOVER,Disorder,121,2019,5
DOVER,Disorder,112,2019,6
DOVER,Disorder,113,2019,7
DOVER,Disorder,119,2019,8
DOVER,Disorder,104,2019,9
DOVER,Disorder,68,2019,10
DOVER,Disorder,81,2019,11
DOVER,Disorder,77,2019,12
DOVER,Disorder,50,2020,1
DOVER,Disorder,49,2020,2
DOVER,Disorder,111,2020,3
DOVER,Disorder,108,2020,4
DOVER,Disorder,109,2020,5
DOVER,Disorder,93,2020,6
DOVER,Disorder,145,2020,7
DOVER,Disorder,109,2020,8
DOVER,Disorder,108,2020,9
DOVER,Disorder,86,2020,10
DOVER,Disorder,68,2020,11
DOVER,Disorder,83,2020,12
DOVER,Disorder,81,2021,1
DOVER,Disorder,47,2021,2
DOVER,Disorder,86,2021,3
DOVER,Disorder,91,2021,4
DOVER,Disorder,93,2021,5
DOVER,Disorder,92,2021,6
DOVER,Disorder,119,2021,7
DOVER,Disorder,108,2021,8
DOVER,Disorder,96,2021,9
DOVER,Disorder,82,2021,10
DOVER,Disorder,76,2021,11
DOVER,Disorder,65,2021,12
DOVER,Disorder,57,2022,1
DOVER,Disorder,52,2022,2
DOVER,Disorder,72,2022,3
DOVER,Disorder,77,2022,4
DOVER,Disorder,65,2022,5
DOVER,Disorder,102,2022,6
DOVER,Disorder,92,2022,7
DOVER,Disorder,93,2022,8
DOVER,Disorder,96,2022,9
DOVER,Disorder,79,2022,10
DOVER,Disorder,48,2022,11
DOVER,Disorder,68,2022,12
DOVER,Disorder,64,2023,1
DOVER,Disorder,59,2023,2
DOVER,Disorder,58,2023,3
DOVER,Disorder,84,2023,4
DOVER,Disorder,81,2023,5
DOVER,Disorder,83,2023,6
DOVER,Disorder,77,2023,7
